number,title,owned,image,note
A734,"THE DIVIDED SELF: an existential study in sanity and madness R. D. Laing",No,https://mailpony.uk/pelicans/A734.jpg,"1965"
A735,"YOUR GROWING CHILD AND RELIGION – A PSYCHOLOGICAL ACCOUNT Roy Stuart Lee",No,https://mailpony.uk/pelicans/A735.jpg,"1965"
A736,"THE NATURE OF POLITICS John D. B. Miller",No,https://mailpony.uk/pelicans/A736.jpg,"1965"
A737,"THE UNATTACHED Mary Morse",No,https://mailpony.uk/pelicans/A737.jpg,"1965"
A738,"THE SENSES OF ANIMALS AND MEN Mary Morse",No,https://mailpony.uk/pelicans/A738.jpg,"1965"
A739,"HISTORICAL INTERPRETATION: Sources of English Medieval History 1066-1540 John J. Bagley",No,https://mailpony.uk/pelicans/A739.jpg,"1965"
A740,"READ BETTER, READ FASTER: A New Appoach to Efficient Reading Manya and Eric De Leeuw",No,https://mailpony.uk/pelicans/A740.jpg,"1965"
A741,"LOGIC AND SEXUAL MORALITY John Wilson",No,https://mailpony.uk/pelicans/A741.jpg,"1965"
A742,"GARIBALDI AND THE THOUSAND George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A742.jpg,"1965"
A743,"SLEEP Ian Oswald",No,https://mailpony.uk/pelicans/A743.jpg,"1966"
A744,"HOW TO TAKE A CHANCE: The Laws of Probability Darrell Huff",Yes,https://mailpony.uk/pelicans/A744.jpg,"1965 first ed"
A745,"WITCHCRAFT Pennethorne Hughes",No,https://mailpony.uk/pelicans/A745.jpg,"1965"
A746,"TRADITION AND DREAM: A critical survey of British and American fiction from the 1920s to the present day Walter Allen",No,https://mailpony.uk/pelicans/A746.jpg,"1965"
A747,"THE CITY IN HISTORY: Its origins, its transformations, and its prospects Lewis Mumford",No,https://mailpony.uk/pelicans/A747.jpg,"1966"
A748,"MORE MATHEMATICAL PUZZLES AND DIVERSIONS Martin Gardner",No,https://mailpony.uk/pelicans/A748.jpg,"1966"
A749,"A HISTORY OF SOVIET RUSSIA: THE BOLSHEVIK REVOLUTION 1917-23 VOL. 1 Edward Hallett Carr",No,https://mailpony.uk/pelicans/A749.jpg,"1966"
A750,"A HISTORY OF SOVIET RUSSIA: THE BOLSHEVIK REVOLUTION 1917-23 VOL. 2 Edward Hallett Carr",No,https://mailpony.uk/pelicans/A750.jpg,"1966"
A751,"A HISTORY OF SOVIET RUSSIA: THE BOLSHEVIK REVOLUTION 1917-23 VOL. 3 Edward Hallett Carr",No,https://mailpony.uk/pelicans/A751.jpg,"1966"
A752,"EUROPEAN THOUGHT IN THE EIGHTEENTH CENTURT Paul Hazard",No,https://mailpony.uk/pelicans/A752.jpg,"1965"
A753,"A SOCIAL HISTORY OF ENGLISH LAW Alan Harding",No,https://mailpony.uk/pelicans/A753.jpg,"1966"
A754,"CHILDHOOD AND SOCIETY Erik H. Erikson",No,https://mailpony.uk/pelicans/A754.jpg,"1965"
A755,"GUIDE TO THE BRITISH ECONOMY Peter Donaldson",Yes,https://mailpony.uk/pelicans/A755.jpg,"1965 (1973 reprint)"
A756,"THE WORKER AND THE LAW K. W. Wedderburn",No,https://mailpony.uk/pelicans/A756.jpg,"1965"
A757,"STALIN Isaac Deutscher",No,https://mailpony.uk/pelicans/A757.jpg,"1966"
A758,"CRYSTALS, DIAMONDS AND TRANSISTORS L. W. Marrison",No,https://mailpony.uk/pelicans/A758.jpg,"1966"
A759,"A HISTORY OF ENGLISH ARCHITECTURE Peter Kidson, Peter Murray and Paul Thompson",No,https://mailpony.uk/pelicans/A759.jpg,"1965"
A760,"IN A FEW HANDS: Monopoly Power in America Estes Kefauver (with the assistance of Irene Till)",No,https://mailpony.uk/pelicans/A760.jpg,"(UK)"
A761,"TECHNOLOGY AND ECONOMIC DEVELOPMENT Estes Kefauver (with the assistance of Irene Till)",No,https://mailpony.uk/pelicans/A761.jpg,"1965"
A762,"THE LONG REVOLUTION Raymond Williams",No,https://mailpony.uk/pelicans/A762.jpg,"1965"
A763,"THE PACIFIST CONSCIENCE Raymond Williams",No,https://mailpony.uk/pelicans/A763.jpg,"1966"
A764,"THE BOOK OF THE ACTS OF GOD: Modern Christian Scholarship Interprets The Bible Raymond Williams",No,https://mailpony.uk/pelicans/A764.jpg,"1966"
A765,"OBJECTIONS TO HUMANISM Raymond Williams",No,https://mailpony.uk/pelicans/A765.jpg,"1965"
A766,"OBJECTIONS TO CHRISTIAN BELIEF Raymond Williams",No,https://mailpony.uk/pelicans/A766.jpg,"1965"
A767,"A DOCUMENTARY HISTORY OF ENGLAND VOL. 1: 1066-1540 Raymond Williams",No,https://mailpony.uk/pelicans/A767.jpg,"1966"
A768,"A DOCUMENTARY HISTORY OF ENGLAND VOL. 2: 1559-1931 E. Neville Williams",No,https://mailpony.uk/pelicans/A768.jpg,"1965"
A769,"A HISTORY OF INDIA VOL.1 Romila Thapar",No,https://mailpony.uk/pelicans/A769.jpg,"1966"
A770,"A HISTORY OF INDIA VOL. 2 Percival Spear",No,https://mailpony.uk/pelicans/A770.jpg,"1965"
A771,"MISEDUCATION OF AMERICAN TEACHERS James D. Koerner",No,https://mailpony.uk/pelicans/A771.jpg,"1965"
A772,"THE SYMPHONY VOL. 1: HAYDEN TO DVORAK James D. Koerner",Yes,https://mailpony.uk/pelicans/A772.jpg,"1967"
A773,"THE SYMPHONY VOL. 2: ELGAR TO PRESENT DAY James D. Koerner",Yes,https://mailpony.uk/pelicans/A773.jpg,"1967"
A774,"ALCOHOLISM James D. Koerner",No,https://mailpony.uk/pelicans/A774.jpg,"1965"
A775,"NEW HORIZONS IN PSYCHOLOGY James D. Koerner",No,https://mailpony.uk/pelicans/A775.jpg,"1966"
A776,"BIRTH CONTROL IN THE MODERN WORLD: The role of the individual in population control Elizabeth Draper",No,https://mailpony.uk/pelicans/A776.jpg,"1965"
A777,"UNDER PRESSURE: THE WRITER IN SOCIETY, EASTERN EUROPE AND THE USA A. Alvares",No,https://mailpony.uk/pelicans/A777.jpg,"1965"
A778,"A HISTORY OF POLITICAL THOUGHT: THE MIDDLE AGES Walter Ullmann",No,https://mailpony.uk/pelicans/A778.jpg,"1965"
A779,"THE FAMILY AND MARRIAGE IN BRITAIN Ronald Fletcher",No,https://mailpony.uk/pelicans/A779.jpg,"1966"
A780,"THE CONSUMER SOCIETY: A HISTORY OF AMERICAN CAPITALISM Peter d’A. Jones",No,https://mailpony.uk/pelicans/A780.jpg,"1965"
A781,"THE AGE OF AUTOMATION: The Reith Lectures 1964 Sir Leon Bagrit",No,https://mailpony.uk/pelicans/A781.jpg,"1966"
A782,"ELITES AND SOCIETY T. B. Bottomore",No,https://mailpony.uk/pelicans/A782.jpg,"1966"
A783,"THREE WHO MADE A REVOLUTION: A Biographical History Bertram D. Wolfe",No,https://mailpony.uk/pelicans/A783.jpg,"1966"
A784,"THE DEATH OF JESUS Joel Carmichael",No,https://mailpony.uk/pelicans/A784.jpg,"1966"
A785,"ESSAYS OF A HUMANIST Julian Huxley",No,https://mailpony.uk/pelicans/A785.jpg,"1966"
A786,"WORLD RELIGIONS: A DIALOGUE Ninian Smart",No,https://mailpony.uk/pelicans/A786.jpg,"1966"
A788,"THE CULTURE CONSUMERS: Art and Affluence in America Alvin Toffler",No,https://mailpony.uk/pelicans/A788.jpg,"1966"
A789,"THE AMERICAN PEOPLE: The History of a Society Oscar Handlin",No,https://mailpony.uk/pelicans/A789.jpg,"1966"
A790,"THE CHEMISTRY OF LIFE Steven Rose",No,https://mailpony.uk/pelicans/A790.jpg,"1966"
A791,"MUST THE BOMB SPREAD? Leonard Beaton",No,https://mailpony.uk/pelicans/A791.jpg,"1966"
A792,"THE PELICAN HISTORY OF GREECE Andrew Robert Burn",Yes,https://mailpony.uk/pelicans/A792.jpg,"1966 (1971 reprint)"
A793,"DE GAULLE Alexander Werth",No,https://mailpony.uk/pelicans/A793.jpg,"1965"
A794,"THE ENSNARED SHAREHOLDE: Directors and the Modern Corporation Alex Rubner",No,https://mailpony.uk/pelicans/A794.jpg,"1966"
A795,"THE ENGLISH CHURCH: A NEW LOOK Alex Rubner",No,https://mailpony.uk/pelicans/A795.jpg,"1966"
A796,"JUVENILE COURTS, THE CHILD AND THE LAW W. E. Cavenagh",No,https://mailpony.uk/pelicans/A796.jpg,"1967"
A797,"ECONOMIC PLANNING AND DEMOCRACY Firmin Oulès",No,https://mailpony.uk/pelicans/A797.jpg,"1966"
A798,"COMMUNITIES IN BRITAIN: Social Life in Town and Country Ronald Frankenberg",No,https://mailpony.uk/pelicans/A798.jpg,"1966"
A799,"SOUTH-EAT ASIA IN TURMOIL Brian Crozier",No,https://mailpony.uk/pelicans/A799.jpg,"1966"
A800,"GENETICS AND MAN Cyril Dean Darlington",No,https://mailpony.uk/pelicans/A800.jpg,"1966"
A801,"INTO WORK Michael Carter",No,https://mailpony.uk/pelicans/A801.jpg,"1966"
A802,"THE VIOLENT GANG Lewis Yablonsky",No,https://mailpony.uk/pelicans/A802.jpg,"ion)"
A802,"THE VIOLENT GANG Lewis Yablonsky",No,https://mailpony.uk/pelicans/A802.jpg,"(UK)"
A803,"THE LEAN YEARS: A History of the American Worker 1920-1933 Irving Bernstein",No,https://mailpony.uk/pelicans/A803.jpg,"1967"
A806,"GOTHIC George Henderson",No,https://mailpony.uk/pelicans/A806.jpg,"1967"
A807,"PRE-CLASSICAL: FROM CRETE TO ARCHAIC GREECE John Boardman",No,https://mailpony.uk/pelicans/A807.jpg,"1967"
A808,"MANNERISM John Shearman",No,https://mailpony.uk/pelicans/A808.jpg,"1967"
A809,"LENIN David Shub",Yes,https://mailpony.uk/pelicans/A809.jpg,"1966 (1971 reprint)"
A810,"APPROACH TO ARCHAEOLOGY Stuart Piggott",No,https://mailpony.uk/pelicans/A810.jpg,"1966"
A811,"EDUCATION AND THE WORKING CLASS: Some General Themes Raised by a Study of 88 Working-Class Children in a Northern Industrial City Stuart Piggott",No,https://mailpony.uk/pelicans/A811.jpg,"1966"
A812,"THE ANCIENT GREEKS Moses I. Finley",Yes,https://mailpony.uk/pelicans/A812.jpg,"1966 (1971 reprint)"
A813,"OBJECTIONS TO ROMAN CATHOLICISM Moses I. Finley",No,https://mailpony.uk/pelicans/A813.jpg,"1966"
A814,"THE ORIGINS AND GROWTH OF MODERN EDUCATION Elizabeth Lawrence",No,https://mailpony.uk/pelicans/A814.jpg,"1970"
A815,"THE TREASURY OF MATHEMATICS, VOL. 1 Henrietta Midonick",No,https://mailpony.uk/pelicans/A815.jpg,"1968"
A816,"THE TREASURY OF MATHEMATICS, VOL. 2 Henrietta Midonick",No,https://mailpony.uk/pelicans/A816.jpg,"1968"
A817,"THE BRUTAL FRIENDSHIP: MUSSOLINI, HITLER, AND THE FALL OF ITALIAN FASCISM F. W. Deakin",No,https://mailpony.uk/pelicans/A817.jpg,"1966"
A818,"THE LAST DAYS OF MUSSOLINI F. W. Deakin",No,https://mailpony.uk/pelicans/A818.jpg,"1966"
A819,"VENEREAL DISEASES R. S. Morton",No,https://mailpony.uk/pelicans/A819.jpg,"1966"
A820,"ACCIDENT BLACK SPOT: A Critical Study of Road Safety and Practice Michael Austin",No,https://mailpony.uk/pelicans/A820.jpg,"1966"
A821,"BRITAIN AND THE WORLD ECONOMY J. M. Livingstone",No,https://mailpony.uk/pelicans/A821.jpg,"1966"
A822,"INDUSTRY IN THE USA Geoffrey Owen",No,https://mailpony.uk/pelicans/A822.jpg,"1966"
A823,"THE SCIENCE OF SCIENCE Geoffrey Owen",No,https://mailpony.uk/pelicans/A823.jpg,"1966"
A824,"THE LIVING WORLD OF SHAKESPEARE: A PLAYGOER’S GUIDE John Wain",No,https://mailpony.uk/pelicans/A824.jpg,"1966"
A825,"ATTITUDE IN BRITISH MANAGEMENT John Wain",No,https://mailpony.uk/pelicans/A825.jpg,"1966"
A826,"THE NAKED SOCIETY Vance Packard",No,https://mailpony.uk/pelicans/A826.jpg,"1966"
A827,"AN INTRODUCTION TO CONTEMPORARY HISTORY Geoffrey Barraclough",No,https://mailpony.uk/pelicans/A827.jpg,"1967"
A828,"ANCIENT IRAQ Georges Roux",No,https://mailpony.uk/pelicans/A828.jpg,"1966"
A829,"THE PSYCHOLOGY OF LEARNING Georges Roux",No,https://mailpony.uk/pelicans/A829.jpg,"1966"
A830,"MEN AND PLACES J. H. Plumb",No,https://mailpony.uk/pelicans/A830.jpg,"1966"
A831,"COMMUNICATIONS Raymond Williams",No,https://mailpony.uk/pelicans/A831.jpg,"1968"
A832,"EDUCATION FOR TOMORROW John Vaizey",No,https://mailpony.uk/pelicans/A832.jpg,"1966"
A833,"MATHEMATICS IN MANAGEMENT Albert Battersby",No,https://mailpony.uk/pelicans/A833.jpg,"1967"
A834,"THE RADICAL TRADITION – Twelve Essays on Politics, Education and Literature Richard Henry Tawney",No,https://mailpony.uk/pelicans/A834.jpg,"1966"
A835,"THE SENSES Otto Lowenstein",No,https://mailpony.uk/pelicans/A835.jpg,"1966"
A836,"VICTORIAN ARCHITECTURE Robert Furneaux Jordan",No,https://mailpony.uk/pelicans/A836.jpg,"1966"
A837,"INSIDE THE BLACK ROOM: Studies of Sensory Deprivation Jack A. Vernon",No,https://mailpony.uk/pelicans/A837.jpg,"1966"
A838,"PSYCHOLOGY: THE SCIENCE OF MENTAL LIFE George A. Miller",No,https://mailpony.uk/pelicans/A838.jpg,"1966"
A839,"INIGO JONES John Summerson",No,https://mailpony.uk/pelicans/A839.jpg,"1966"
A840,"MAO TSE-TUNG Stuart R. Schram",No,https://mailpony.uk/pelicans/A840.jpg,"1966"
A841,"INVITATION TO SOCIOLOGY: A HUMANISTIC PERSPECTIVE Peter L. Berger",No,https://mailpony.uk/pelicans/A841.jpg,"1966"
A842,"UNIVERSITY CHOICE Peter L. Berger",No,https://mailpony.uk/pelicans/A842.jpg,"1966"
A843,"THE SURVIVAL OF GOD IN THE SCIENTIFIC AGE Alan Isaacs",No,https://mailpony.uk/pelicans/A843.jpg,"1966"
A844,"THE COMPLETE GUIDE TO PENSIONS AND SUPERANNUATION G. D. Gilling-Smith",No,https://mailpony.uk/pelicans/A844.jpg,"1967"
A845,"PALLADIO James S. Ackerman",No,https://mailpony.uk/pelicans/A845.jpg,"1966"
A846,"BLACK NATIONALISM: THE RISE OF THE BLACK MUSLIMS IN THE U.S.A. Essien Udosen Essien-Udom",No,https://mailpony.uk/pelicans/A846.jpg,"1967"
A847,"A PATH TO MODERN MATHEMATICS (INTRODUCING MATHEMATICS 4) W. W. Sawyer",No,https://mailpony.uk/pelicans/A847.jpg,"1966"
A848,"THE PSYCHOLOGY OF HUMAN AGEING D. B. Bromley",No,https://mailpony.uk/pelicans/A848.jpg,"1966"
A849,"COMMUNITY AND PRIVACY: TOWARDS A NEW ARCHITECTURE OF HUMANISM D. B. Bromley",No,https://mailpony.uk/pelicans/A849.jpg,"1966"
A850,"THE STRUCTURE OF LIFE Royston Clowes",No,https://mailpony.uk/pelicans/A850.jpg,"1967"
A851,"THIS GERMANY: THE STORY SINCE THE THIRD REICH Rudolf Walter Leonhardt",No,https://mailpony.uk/pelicans/A851.jpg,"1966"
A852,"WATER IN THE SERVICE OF MAN H. R. Vallentine",No,https://mailpony.uk/pelicans/A852.jpg,"1967"
A853,"THE PSYCHOLOGY OF INTERPERSONAL BEHAVIOUR Michael Argyle",No,https://mailpony.uk/pelicans/A853.jpg,"1967"
A854,"UNDERSTANDING THE EARTH Ronald Fraser",No,https://mailpony.uk/pelicans/A854.jpg,"1967"
A855,"THE DISCOVERY OF TIME Ronald Fraser",No,https://mailpony.uk/pelicans/A855.jpg,"1967"
A856,"BEFORE THE MAYFLOWER – A History of the Negro in America 1619-1964 Lerone Bennett, Jnr",No,https://mailpony.uk/pelicans/A856.jpg,"1967"
A857,"CONFRONTATION: BLACK AND WHITE Lerone Bennett, Jnr",No,https://mailpony.uk/pelicans/A857.jpg,"1967"
A858,"KHRUSHCHEV Mark Frankland",No,https://mailpony.uk/pelicans/A858.jpg,"1966"
A859,"ARCHEOLOGY: An Illustrated Introduction Liam de Paor",No,https://mailpony.uk/pelicans/A859.jpg,"1967"
A860,"ENGLISH SOCIAL HISTORY – A Survey of Six Centuries, Chaucer to Queen Victoria George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A860.jpg,"1967"
A862,"MENTAL ILLNESS AND SOCIAL WORK Eugene Heimler",No,https://mailpony.uk/pelicans/A862.jpg,"1967"
A863,"CONTRARY IMAGINATIONS: A PSYCHOLOGICAL STUDY OF THE ENGLISH SCHOOLBOY Liam Hudson",No,https://mailpony.uk/pelicans/A863.jpg,"967]"
A864,"THE IDENTITY OF MAN J. Bronowski",No,https://mailpony.uk/pelicans/A864.jpg,"1967"
A865,"MARTIN LUTHER AND THE BIRTH OF PROTESTANTISM James Atkinson",No,https://mailpony.uk/pelicans/A865.jpg,"1968"
A866,"DYING John Hinton",No,https://mailpony.uk/pelicans/A866.jpg,"1967"
A867,"WAITING FOR THE END: The American Literary Scene from Hemingway to Baldwin Leslie A. Fiedler",No,https://mailpony.uk/pelicans/A867.jpg,"1967"
A868,"REPORT FROM A CHINESE VILLAGE Jan Myrdal",No,https://mailpony.uk/pelicans/A868.jpg,"1967"
A869,"THE DOCTORS Paul Ferris",Yes,https://mailpony.uk/pelicans/A869.jpg,"1967"
A870,"UNDERSTANDING SCHOOLS David Ayerst",No,https://mailpony.uk/pelicans/A870.jpg,"1967"
A871,"CONSUMER’S GUIDE TO THE BRITISH SOCIAL SERVICES Phyllis Willmott",No,https://mailpony.uk/pelicans/A871.jpg,"1967"
A872,"THE YOUNG OFFENDER D. J. West",No,https://mailpony.uk/pelicans/A872.jpg,"1967"
A873,"THE GOVERNMENT OF HOUSING David V. Donnison",No,https://mailpony.uk/pelicans/A873.jpg,"1967"
A874,"JOAN OF ARC: BY HERSELF AND HER WITNESSES Régine Pernoud",Yes,https://mailpony.uk/pelicans/A874.jpg,"1969"
A875,"A STAR CALLED THE SUN George Gamow",No,https://mailpony.uk/pelicans/A875.jpg,"1967"
A876,"THE DELUGE: BRITISH SOCIETY AND THE FIRST WORLD WAR Arthur Marwick",No,https://mailpony.uk/pelicans/A876.jpg,"1967"
A877,"WHAT FREUD REALLY SAID David Stafford-Clark",No,https://mailpony.uk/pelicans/A877.jpg,"1967"
A878,"FREUD AND CHRISTIANITY Roy Stuart Lee",No,https://mailpony.uk/pelicans/A878.jpg,"1967"
A879,"THE FUTURE OF CATHOLIC CHRISTIANITY Roy Stuart Lee",No,https://mailpony.uk/pelicans/A879.jpg,"1968"
A880,"THE ACCIDENTAL CENTURY Michael Harrington",No,https://mailpony.uk/pelicans/A880.jpg,"1967"
A881,"SEX AND THE SIGNIFICANT AMERICANS: A Study of Sexual Behaviour Among The Affluent Michael Harrington",No,https://mailpony.uk/pelicans/A881.jpg,"1967"
A882,"MANKIND IN THE MAKING: The Story of Human Evolution William Howells",No,https://mailpony.uk/pelicans/A882.jpg,"1967"
A883,"RISINGHILL: DEATH OF A COMPREHENSIVE SCHOOL Leila Berg",No,https://mailpony.uk/pelicans/A883.jpg,"1968"
A884,"KINSHIP AND MARRIAGE – An Anthropological Perspective Robin Fox",No,https://mailpony.uk/pelicans/A884.jpg,"1967"
A885,"THE ORIGINS AND GROWTH OF ARCHAEOLOGY Glyn Daniel",No,https://mailpony.uk/pelicans/A885.jpg,"1967"
A886,"INTRODUCING BIOLOGY James F. Riley",No,https://mailpony.uk/pelicans/A886.jpg,"1967"
A889,"MAN AND THE ENVIRONMENT: CRISIS AND THE STRATEGY OF CHOICE Robert Arvill",No,https://mailpony.uk/pelicans/A889.jpg,"1967"
A890,"A HISTORY OF ECONOMIC THOUGHT William J. Barber",No,https://mailpony.uk/pelicans/A890.jpg,"1967"
A891,"SYNANON: THE TUNNEL BACK Lewis Yablonsky",No,https://mailpony.uk/pelicans/A891.jpg,"1967"
A892,"CITIES A Scientific American Book",No,https://mailpony.uk/pelicans/A892.jpg,"1967"
A893,"THE PROMISE OF AMERICA: An Historical Inquiry John Morton Blum",No,https://mailpony.uk/pelicans/A893.jpg,"1967"
A894,"THE FORMATION OF THE AMERICAN REPUBLIC 1776-1790 Forrest McDonald",No,https://mailpony.uk/pelicans/A894.jpg,"1967"
A895,"THE CITY IN THE WORLD ECONOMY William M. Clarke",No,https://mailpony.uk/pelicans/A895.jpg,"1967"
A896,"THE PELICAN ECONOMIC HISTORY OF BRITAIN VOL. 1: The Medieval Economy and Society: An Economic History of Britain in the Middle Ages M. M. Postan",No,https://mailpony.uk/pelicans/A896.jpg,"1975"
A897,"THE PELICAN ECONOMIC HISTORY OF BRITAIN VOL. 2: 1530-1789: Reformation to Industrial Revolution Christopher Hill",No,https://mailpony.uk/pelicans/A897.jpg,"1969"
A898,"THE PELICAN ECONOMIC HISTORY OF BRITAIN VOL. 3: From 1750 to the Present Day – Industry and Empire Eric J. Hobsbawn",No,https://mailpony.uk/pelicans/A898.jpg,"1969"
A899,"THE PSYCHOTIC: UNDERSTANDING MADNESS Andrew Crowcroft",No,https://mailpony.uk/pelicans/A899.jpg,"1967"
A900,"THE EXPERIENCE OF CHILDBIRTH Sheila Kitzinger",No,https://mailpony.uk/pelicans/A900.jpg,"1967"
A901,"PROBLEMS OF THE WORLD ECONOMY Richard Bailey",No,https://mailpony.uk/pelicans/A901.jpg,"1967"
A902,"THE NEW POETIC: YEATS TO ELIOT C. K. Stead",Yes,https://mailpony.uk/pelicans/A902.jpg,"1967"
A903,"THE RAILWAY NAVVIES: A history of the men who made the railways Terry Coleman",No,https://mailpony.uk/pelicans/A903.jpg,"1968"
A904,"THE PELICAN HISTORY OF PSYCHOLOGY Robert Thomson",No,https://mailpony.uk/pelicans/A904.jpg,"1968"
A905,"THE ELECTRONIC REVOLUTION S. Handel",No,https://mailpony.uk/pelicans/A905.jpg,"1967"
A906,"THE NEW RADICALS: A report with documents, sponsored by the Center for the Study of Democratic Institutions Paul Jacobs and Saul Landau",No,https://mailpony.uk/pelicans/A906.jpg,"1967"
A907,"POLITICS AND SOCIAL SCIENCE W. J. M. Mackenzie",No,https://mailpony.uk/pelicans/A907.jpg,"1967"
A908,"KEYNES AND AFTER Michael Stewart",No,https://mailpony.uk/pelicans/A908.jpg,"1967"
A909,"EUROPE: GRANDEUR AND DECLINE A. J. P. Taylor",No,https://mailpony.uk/pelicans/A909.jpg,"1967"
A910,"EQUITABLE PAYMENT: A general theory of work, differential payment, and individual progress Elliott Jacques",No,https://mailpony.uk/pelicans/A910.jpg,"1967"
A911,"THE PSYCHOLOGY OF CHILDHOOD AND ADOLESCENCE Carl Ivar Sandström",No,https://mailpony.uk/pelicans/A911.jpg,"1968"
A912,"TABOO Franz Baermann Steiner",No,https://mailpony.uk/pelicans/A912.jpg,"1967"
A913,"VERWOERD Alexander Hepple",No,https://mailpony.uk/pelicans/A913.jpg,"1967"
A914,"EARLY RENAISSANCE Michael Levey",No,https://mailpony.uk/pelicans/A914.jpg,"1967"
A915,"THE COMMUNIST MANIFESTO Michael Levey",No,https://mailpony.uk/pelicans/A915.jpg,"1967"
A916,"TEACHING MACHINES AND PROGRAMMED INSTRUCTION Harry Kay, Bernard Dodd and Max Sime",No,https://mailpony.uk/pelicans/A916.jpg,"1968"
A917,"WORK (Twenty Personal Accounts) Harry Kay, Bernard Dodd and Max Sime",No,https://mailpony.uk/pelicans/A917.jpg,"1968"
A918,"THE RACE WAR: THE WORLD-WIDE CONFLICT OF RACES Ronald Segal",No,https://mailpony.uk/pelicans/A918.jpg,"1967"
A919,"THOUGHT REFORM AND THE PSYCHOLOGY OF TOTALISM: A Study of ‘Brainwashing’ in China Robert Jay Lifton",No,https://mailpony.uk/pelicans/A919.jpg,"1967"
A920,"THE NEW SCIENCE OF STRONG MATERIALS (or Why You Don’t Fall Through the Floor) James Edward Gordon",Yes,https://mailpony.uk/pelicans/A920.jpg,"1968 (1976 reprint)"
A921,"INTRODUCTION TO MORAL EDUCATION John Wilson, Norman Williams and Barry Sugarman",No,https://mailpony.uk/pelicans/A921.jpg,"967]"
A922,"CHINA READINGS 1: IMPERIAL CHINA; The Eighteenth and Nineteenth Centuries John Wilson, Norman Williams and Barry Sugarman",No,https://mailpony.uk/pelicans/A922.jpg,"967]"
A923,"CHINA READINGS 2: REPUBLICAN CHINA Nationalism, War, and the Rise of Communism 1911 – 1949 John Wilson, Norman Williams and Barry Sugarman",No,https://mailpony.uk/pelicans/A923.jpg,"1968"
A924,"CHINA READINGS 3: COMMUNIST CHINA: Revolutionary Reconstruction and International Confrontation 1949 to the Present John Wilson, Norman Williams and Barry Sugarman",No,https://mailpony.uk/pelicans/A924.jpg,"1968"
A925,"EXPERIENCE AND BEHAVIOUR Peter McKellar",No,https://mailpony.uk/pelicans/A925.jpg,"1968"
A926,"WORDS AND THINGS Ernest Gellner",No,https://mailpony.uk/pelicans/A926.jpg,"1968"
A927,"A HUNDRED YEARS OF PHILOSOPHY John Passmore",No,https://mailpony.uk/pelicans/A927.jpg,"1968"
A928,"THE GRAMMAR SCHOOL Robin Davis",No,https://mailpony.uk/pelicans/A928.jpg,"1967"
A929,"THE THEATRE OF THE ABSURD Martin Esslin",No,https://mailpony.uk/pelicans/A929.jpg,"1968"
A930,"HUMANISM H. J. Blackham",No,https://mailpony.uk/pelicans/A930.jpg,"1968"
A931,"US: THE CITY OF MAN – Prophecies of a World Civilization in Twentieth Century Thought W. Warren Wagar",No,https://mailpony.uk/pelicans/A931.jpg,"1968"
A932,"CORPORATE STRATEGY: AN ANALYTICAL APPROACH TO BUSINESS POLICY FOR GROWTH AND EXPANSION H. Igor Ansoff",No,https://mailpony.uk/pelicans/A932.jpg,"1968"
A933,"A PARENTS’ GUIDE TO EDUCATION E. B. Castle",No,https://mailpony.uk/pelicans/A933.jpg,"1968"
A934,"THE GENESIS OF MODERN MANAGEMENT: A Study of the Industrial Revolution In Great Britain Sidney Pollard",No,https://mailpony.uk/pelicans/A934.jpg,"1968"
A935,"THE ART OF AUSTRALIA Robert Hughes",No,https://mailpony.uk/pelicans/A935.jpg,"1970"
A936,"IMPERIALISM AND REVOLUTION David Horowitz",No,https://mailpony.uk/pelicans/A936.jpg,"1971"
A937,"PSYCHOANALYSIS OBSERVED David Horowitz",No,https://mailpony.uk/pelicans/A937.jpg,"1968"
A938,"THE AUSTRALIAN – AMERICAN ALLIANCE: Costs and Benefits H. G. Gelber",No,https://mailpony.uk/pelicans/A938.jpg,"1968"
A939,"SEX IN THE MOVIES: THE CELLULOID SACRIFICE Alexander Walker",No,https://mailpony.uk/pelicans/A939.jpg,"1968"
A940,"SUMMERHILL A. S. Neill",No,https://mailpony.uk/pelicans/A940.jpg,"1968"
A941,"THE INNOVATORS: THE ECONOMICS OF TECHNOLOGY Michael Shanks",No,https://mailpony.uk/pelicans/A941.jpg,"1967"
A942,"THE HISTORY OF MAN From the First Human to Primitive Culture and Beyond Carleton S. Coon",No,https://mailpony.uk/pelicans/A942.jpg,"1967"
A943,"LEARNING TO PHILOSOPHIZE E. R. Emmet",No,https://mailpony.uk/pelicans/A943.jpg,"1968"
A944,"VICTORIAN CITIES Asa Briggs",Yes,https://mailpony.uk/pelicans/A944.jpg,"1968"
A945,"THE NAMELESS: ABORTION IN BRITAIN TODAY Paul Ferris",No,https://mailpony.uk/pelicans/A945.jpg,"967]"
A946,"THE CAPTIVE WIFE: CONFLICTS OF HOUSEBOUND MOTHERS Hannah Gavron",No,https://mailpony.uk/pelicans/A946.jpg,"1968"
A947,"THE THEORY OF THE MODERN STAGE – An Introduction to Modern Theatre and Drama Hannah Gavron",Yes,https://mailpony.uk/pelicans/A947.jpg,"1968 (197 and 1978 reprints)"
A948,"LANDMARKS IN GREEK LITERATURE C. M. Bowre",No,https://mailpony.uk/pelicans/A948.jpg,"1968"
